province,district,sector,property_type,bedrooms,bathrooms,square_meters,parking_spaces,year_built,furnished,nearby_school,nearby_hospital,nearby_road,security_level,internet_access,market_demand,house_condition,land_size,predicted_market_value
Western Province,Rubavu,Rubavu,House,4,3,216,1,2000,0,1,1,1,2,2,0,2,760,84600000
Kigali City,Kicukiro,Kagarama,Apartment,2,1,70,2,2011,1,1,0,1,2,2,1,2,130,35000000
Southern Province,Ruhango,Mbuye,Villa,4,3,187,1,2001,1,1,1,1,1,1,1,1,900,76400000
Southern Province,Nyamagabe,Musebeya,Apartment,2,1,55,2,1998,1,1,1,1,0,1,1,0,80,12700000
Eastern Province,Gatsibo,Remera,House,3,2,78,2,2025,1,1,1,1,2,2,2,1,180,19400000
Western Province,Rusizi,Muganza,Villa,4,4,215,1,2013,0,0,1,1,1,0,0,1,620,91700000
Northern Province,Gakenke,Kivuruga,Apartment,2,1,64,1,2024,1,1,0,1,2,1,1,1,250,19100000
Kigali City,Nyarugenge,Kiyovu,House,3,2,112,2,2021,1,1,1,1,0,1,0,2,330,94400000
Northern Province,Musanze,Nkotsi,Apartment,2,1,58,1,2025,1,1,1,1,2,1,1,2,170,18700000
Kigali City,Kicukiro,Kagarama,Apartment,3,3,89,1,2023,0,1,1,1,0,1,2,2,330,80900000
Western Province,Nyamasheke,Bushekeri,Apartment,3,3,82,0,2016,1,1,1,1,1,2,2,1,260,30100000
Western Province,Rutsiro,Mukura,Mansion,6,6,367,0,1999,1,1,1,1,2,1,1,2,1770,197000000
Northern Province,Gakenke,Busengo,House,3,2,79,1,2011,1,0,1,1,1,2,2,2,280,22600000
Western Province,Rutsiro,Gihango,Apartment,2,1,82,2,2005,1,0,1,1,2,0,1,1,330,20100000
Northern Province,Gakenke,Kamubuga,Mansion,5,5,296,2,1997,1,1,0,1,2,1,2,1,1480,133200000
Eastern Province,Ngoma,Remera,Apartment,1,1,31,1,2008,1,1,1,1,1,2,1,0,60,5900000
Southern Province,Kamonyi,Musambira,Mansion,4,4,193,1,2021,1,1,1,0,2,2,2,0,480,73800000
Western Province,Rutsiro,Kavumu,House,5,5,220,2,2017,0,1,0,1,2,2,2,1,1090,121400000
Northern Province,Gicumbi,Rushaki,Apartment,2,2,67,2,1996,0,1,1,1,1,2,1,0,270,22600000
Eastern Province,Bugesera,Ntarama,Apartment,3,3,78,2,2015,1,1,1,1,1,2,2,1,170,21900000
Southern Province,Nyaruguru,Kibeho,Apartment,2,1,96,1,2017,0,1,1,0,2,2,0,1,170,23300000
Southern Province,Gisagara,Save,House,3,2,137,2,1997,0,1,1,1,1,0,1,2,290,33900000
Northern Province,Burera,Gahunga,Villa,5,5,269,2,2003,1,1,1,1,2,2,2,2,630,129100000
Northern Province,Rulindo,Rukozo,Villa,5,5,244,2,1996,0,0,1,0,1,1,1,1,660,82000000
Eastern Province,Ngoma,Kazo,Villa,4,3,123,2,2013,0,1,1,1,1,1,1,2,440,40300000
Western Province,Nyamasheke,Bushenge,Mansion,6,6,422,2,2018,1,1,1,1,1,2,0,2,1320,211400000
Eastern Province,Gatsibo,Gatsibo,House,3,3,142,1,2024,0,1,1,1,1,2,0,2,530,43200000
Western Province,Nyabihu,Kintobo,House,3,3,141,0,2015,0,1,1,1,1,0,1,1,310,37600000
Eastern Province,Ngoma,Zaza,Apartment,1,1,59,1,2013,1,1,1,1,0,0,2,2,200,12300000
Southern Province,Huye,Butare,House,2,1,77,3,2006,0,1,1,1,0,1,0,1,150,17600000
Northern Province,Musanze,Cyuve,House,3,3,137,0,2000,1,1,1,1,1,1,1,2,230,36500000
Eastern Province,Kayonza,Mwiri,House,4,4,136,3,2010,1,1,1,1,1,1,2,2,640,63600000
Eastern Province,Bugesera,Ngeruka,Villa,5,4,260,1,1997,1,0,1,1,2,0,2,2,940,90200000
Southern Province,Huye,Kinazi,House,3,3,147,1,2018,1,1,1,1,2,2,1,2,580,61000000
Eastern Province,Kayonza,Kayonza,House,3,3,151,1,1998,1,1,1,1,1,2,2,2,280,34000000
Northern Province,Gicumbi,Kageyo,Villa,3,3,132,1,2001,1,1,0,1,2,2,0,2,300,43200000
Southern Province,Gisagara,Mugombwa,Apartment,3,2,81,1,2002,1,1,0,1,2,2,0,1,310,19100000
Southern Province,Muhanga,Kabacuzi,House,3,2,151,3,2010,0,1,1,1,2,1,1,2,630,54000000
Southern Province,Gisagara,Kigembe,House,3,3,115,3,2023,1,0,1,1,0,2,1,1,260,43800000
Western Province,Nyamasheke,Cyato,Mansion,6,5,333,2,2000,1,1,1,1,1,1,1,0,870,134600000
Eastern Province,Kayonza,Ruramira,Villa,4,4,123,0,2017,0,1,1,1,2,1,2,1,420,49300000
Western Province,Karongi,Gishyita,Apartment,1,1,39,3,2002,0,1,0,1,1,1,2,1,70,8600000
Western Province,Nyamasheke,Bushekeri,Apartment,2,1,81,0,1997,0,1,1,0,2,2,1,2,380,16200000
Eastern Province,Nyagatare,Rwempasha,Apartment,1,1,31,2,2000,1,1,1,1,2,2,1,2,50,6100000
Eastern Province,Kirche,Kigarama,Villa,3,3,147,2,2019,1,1,1,1,2,1,2,0,690,44300000
Southern Province,Kamonyi,Kayumbu,Villa,3,3,132,1,2014,1,0,1,1,1,1,1,1,310,40200000
Eastern Province,Ngoma,Rukira,House,1,1,60,2,2003,1,1,1,1,0,2,1,1,100,9600000
Western Province,Rutsiro,Mushubati,Mansion,5,5,297,2,2005,0,1,1,1,1,2,0,2,780,125600000
Western Province,Karongi,Mutuntu,Villa,4,4,208,1,2012,0,1,0,1,1,1,1,1,680,76800000
Kigali City,Kicukiro,Masaka,Mansion,5,5,303,0,2015,1,1,1,1,1,1,1,1,790,267600000
Eastern Province,Kirche,Kigarama,Villa,3,2,135,2,1997,1,1,1,1,0,1,1,2,560,43900000
Northern Province,Musanze,Gataraga,Apartment,2,1,60,1,2019,1,1,1,1,2,1,1,1,140,20500000
Kigali City,Gasabo,Remera,House,4,4,128,2,2016,1,1,1,1,1,2,2,1,540,114800000
Eastern Province,Kayonza,Murama,Villa,4,4,141,2,2001,0,1,1,1,0,2,1,1,460,44200000
Southern Province,Kamonyi,Runda,House,2,1,88,2,2020,1,1,1,1,2,1,0,2,270,21000000
Southern Province,Gisagara,Mugombwa,Villa,3,3,116,2,2005,1,0,1,1,1,1,1,2,300,34900000
Eastern Province,Kirche,Gahara,Mansion,4,3,201,2,2018,1,1,1,1,2,0,2,1,940,79600000
Western Province,Rubavu,Bugeshi,Apartment,1,1,50,1,2014,0,1,1,1,2,2,0,1,170,14900000
Northern Province,Gicumbi,Bukure,Apartment,2,1,78,1,2010,1,0,1,1,2,2,0,1,250,20800000
Western Province,Nyabihu,Muringa,Apartment,2,2,52,1,2017,1,1,1,1,0,2,0,1,200,17400000
Western Province,Rubavu,Mudende,House,3,3,160,1,1996,1,1,1,1,1,2,2,1,290,42200000
Kigali City,Kicukiro,Masaka,House,3,2,147,0,2002,0,1,1,1,1,2,1,2,610,77400000
Western Province,Rusizi,Gikundamvura,Apartment,2,2,58,0,2017,1,1,1,1,1,1,1,2,180,13600000
Eastern Province,Kayonza,Mukarange,House,2,2,87,1,2000,0,1,0,1,2,1,1,2,130,19800000
Southern Province,Nyamagabe,Gatare,Villa,5,5,245,1,2022,1,1,1,1,1,0,1,2,810,91600000
Northern Province,Gakenke,Rushashi,Villa,5,5,218,2,2016,0,1,1,1,0,1,2,1,870,123700000
Southern Province,Huye,Ngoma,House,3,2,143,2,2021,0,1,1,1,2,0,1,1,330,40500000
Eastern Province,Rwamagana,Nyakaliro,House,5,4,198,1,1999,0,1,1,1,1,0,1,1,940,61300000
Southern Province,Huye,Gishamvu,Apartment,2,1,53,0,2016,1,1,1,1,1,1,2,2,200,12300000
Northern Province,Gicumbi,Rushaki,Apartment,2,1,58,2,2020,1,1,1,1,1,1,1,0,240,19800000
Eastern Province,Kayonza,Kabarondo,House,2,2,87,2,2003,0,1,1,1,1,2,0,0,150,18500000
Northern Province,Gicumbi,Cyumba,Villa,4,3,197,3,2001,0,1,1,1,1,2,0,1,330,71600000
Southern Province,Kamonyi,Gacurabwenge,Mansion,5,4,266,1,2003,1,1,1,1,1,2,1,1,800,80200000
Southern Province,Nyanza,Rwabicuma,House,3,2,79,1,2017,1,1,1,1,2,1,0,1,250,21700000
Southern Province,Nyamagabe,Rusenge,Apartment,2,2,58,0,2021,1,1,1,1,1,1,2,2,140,12200000
Kigali City,Kicukiro,Kanombe,House,4,4,144,1,2001,0,1,1,1,1,1,0,2,700,116200000
Western Province,Nyamasheke,Rangiro,House,4,4,132,1,2013,1,1,1,1,2,2,0,1,540,53000000
Western Province,Karongi,Bwishyura,House,3,3,97,2,2009,1,1,0,1,2,0,2,1,300,32200000
Kigali City,Gasabo,Nduba,House,2,1,80,1,2011,1,1,1,1,0,2,1,2,360,46000000
Eastern Province,Nyagatare,Musheri,Villa,5,5,249,2,2019,0,1,0,1,1,1,1,1,460,91300000
Eastern Province,Bugesera,Mwogo,House,4,4,144,2,2006,0,1,1,1,1,2,1,1,370,39600000
Northern Province,Musanze,Muhoza,Villa,4,4,207,1,2014,0,1,1,1,1,2,1,0,820,94500000
Eastern Province,Rwamagana,Karenge,Apartment,1,1,43,3,2000,1,0,1,1,0,2,2,2,70,8900000
Northern Province,Musanze,Shingiro,Apartment,3,2,76,0,2004,1,1,1,1,1,1,1,2,290,26200000
Western Province,Rutsiro,Gihango,Apartment,2,1,85,1,1995,1,0,1,1,2,1,0,1,240,17900000
Western Province,Ngororero,Kavumu,Mansion,6,5,284,2,2002,1,1,0,1,1,2,1,2,920,129900000
Eastern Province,Kayonza,Nyamirama,Mansion,5,4,218,1,2016,1,1,1,1,1,2,2,2,750,82400000
Eastern Province,Gatsibo,Rugarama,House,4,4,160,2,2005,1,1,1,1,1,2,2,0,490,58200000
Eastern Province,Rwamagana,Fumbwe,House,3,3,129,2,2014,1,1,1,1,2,2,2,2,570,40300000
Southern Province,Muhanga,Cyeza,Villa,4,4,122,1,2001,1,1,1,1,1,1,2,2,400,41100000
Western Province,Rubavu,Cyanzarwe,House,4,3,143,3,2018,1,1,1,1,1,2,1,2,540,56300000
Northern Province,Musanze,Rwaza,Apartment,2,2,57,3,1996,1,1,0,1,0,2,1,1,220,17700000
Eastern Province,Kayonza,Ruramira,Mansion,6,6,296,1,2010,0,1,1,1,1,2,2,1,1150,154000000
Western Province,Rutsiro,Ruhango,House,3,2,138,2,2012,0,1,1,1,2,1,2,0,420,45300000
Eastern Province,Gatsibo,Rwimbogo,House,3,3,124,2,2004,1,1,1,1,2,1,0,1,590,34700000
Northern Province,Rulindo,Tumba,House,3,3,139,2,2013,1,1,1,1,2,1,0,1,500,49600000
Northern Province,Musanze,Shingiro,Mansion,5,4,195,1,2003,0,1,1,0,1,2,1,1,690,72100000
Northern Province,Burera,Rusarabuye,House,4,3,130,3,2021,0,1,1,0,2,1,1,2,530,68000000
Western Province,Rubavu,Rubavu,Mansion,5,4,283,2,2009,0,1,0,1,0,1,1,2,620,110600000
Southern Province,Ruhango,Mwendo,House,3,3,133,1,2012,0,1,1,1,1,2,2,2,390,40500000
Southern Province,Nyamagabe,Musebeya,House,3,3,85,2,2002,1,1,1,1,0,1,2,2,140,26400000
Northern Province,Rulindo,Murambi,Apartment,2,1,91,2,2024,1,1,0,1,0,2,2,2,290,25100000
Northern Province,Musanze,Busogo,House,3,3,103,1,2009,0,1,1,1,1,2,1,2,160,30500000
Western Province,Ngororero,Kavumu,House,3,3,117,3,2024,1,1,0,1,2,2,2,1,260,39000000
Eastern Province,Gatsibo,Kageyo,Villa,4,4,139,0,2002,1,1,1,1,2,1,0,0,560,39100000
Western Province,Nyabihu,Karago,Villa,6,5,255,1,1998,1,1,1,1,1,2,2,1,680,83000000
Southern Province,Muhanga,Mushishiro,House,2,2,92,2,2011,0,1,0,1,0,2,1,1,300,27500000
Southern Province,Kamonyi,Kayumbu,House,3,2,76,2,2002,1,1,1,1,1,0,1,1,230,21100000
Western Province,Karongi,Gishyita,Villa,3,2,127,3,2006,1,1,1,1,1,2,1,1,590,40100000
Eastern Province,Kirche,Gatore,Villa,4,4,165,1,2008,1,1,1,0,0,2,2,1,420,44700000
Eastern Province,Rwamagana,Rwamagana,House,4,4,146,1,2025,0,1,1,0,2,2,1,2,330,53400000
Northern Province,Burera,Bungwe,House,3,2,134,1,2011,0,1,1,1,1,2,2,2,540,45800000
Southern Province,Nyaruguru,Kibeho,Apartment,2,2,56,2,2023,1,1,0,1,1,0,2,1,270,18700000
Northern Province,Musanze,Ruhengeri,Apartment,1,1,33,1,1999,1,0,1,1,0,2,0,1,90,8600000
Western Province,Nyamasheke,Nyabitekeri,Apartment,2,2,89,0,1995,1,1,1,1,0,1,2,1,370,20500000
Western Province,Rusizi,Ramba,Villa,2,2,100,3,1996,1,1,1,1,1,2,1,2,340,22600000
Kigali City,Gasabo,Kagarama,House,3,3,133,1,2020,1,1,0,1,1,1,0,2,400,115900000
Southern Province,Kamonyi,Kayumbu,Villa,4,4,155,2,2012,0,1,1,1,1,1,1,2,280,52700000
Northern Province,Rulindo,Bushoki,Villa,3,2,151,2,2019,1,1,1,1,0,1,1,1,490,46100000
Eastern Province,Kayonza,Ndego,House,4,4,180,2,1998,0,1,1,1,1,1,1,1,420,49600000
Northern Province,Gakenke,Gashenyi,House,4,3,130,2,2006,0,0,1,1,1,1,1,2,480,50800000
Western Province,Nyabihu,Shyira,House,2,1,71,1,1998,1,1,1,1,1,1,0,1,270,18500000
Northern Province,Gakenke,Rushashi,House,2,2,96,0,2018,0,1,1,1,1,0,1,1,430,31300000
Eastern Province,Rwamagana,Muhazi,House,2,1,67,0,2013,0,1,0,1,2,1,0,1,290,15000000
Eastern Province,Kayonza,Ruramira,Villa,5,4,245,1,2004,1,1,1,1,1,2,1,2,480,69400000
Northern Province,Musanze,Ruhengeri,Villa,3,2,119,0,2018,0,1,0,1,0,1,0,1,360,41900000
Southern Province,Nyanza,Busasamana,House,3,3,156,1,2015,1,1,1,1,2,2,2,1,250,40800000
Northern Province,Rulindo,Cyungo,Villa,4,3,122,0,2020,0,1,1,1,1,1,1,1,610,53600000
Western Province,Nyamasheke,Karengera,Villa,3,3,114,2,2000,1,1,0,1,1,2,1,2,460,40600000
Southern Province,Nyanza,Kibirizi,House,2,2,83,1,2002,1,1,1,1,2,1,2,1,140,17800000
Western Province,Nyamasheke,Mahembe,House,3,3,84,3,1999,0,1,1,1,2,1,1,2,150,25100000
Northern Province,Gakenke,Busengo,House,4,3,162,0,2024,0,1,1,1,0,2,1,0,480,69700000
Eastern Province,Rwamagana,Musha,House,3,2,149,1,2023,0,1,1,1,1,2,1,2,320,45400000
Western Province,Karongi,Twumba,Villa,5,4,252,1,2016,0,1,1,1,1,1,1,2,560,92500000
Western Province,Rubavu,Nyundo,Villa,3,2,143,1,2020,0,1,0,1,1,0,1,2,220,49300000
Northern Province,Rulindo,Bushoki,Villa,4,4,145,0,2013,1,1,1,1,1,1,1,1,340,49000000
Northern Province,Rulindo,Cyinzuzi,House,3,3,109,2,2024,1,1,0,1,1,2,1,1,430,45600000
Southern Province,Nyamagabe,Kamegeri,House,3,3,121,2,2022,1,1,1,1,1,1,1,1,260,39600000
Western Province,Karongi,Bwishyura,House,3,2,149,2,1996,1,1,1,1,2,2,1,2,440,40300000
Southern Province,Kamonyi,Karama,Apartment,2,1,91,1,2017,0,1,1,1,2,2,1,1,150,23900000
Kigali City,Gasabo,Rusororo,Apartment,1,1,55,2,2007,1,1,1,1,0,2,2,0,110,32300000
Eastern Province,Bugesera,Mwogo,Apartment,1,1,57,1,2009,1,1,1,1,2,1,2,1,140,12200000
Eastern Province,Kayonza,Kabarondo,Apartment,2,2,57,2,2005,1,1,0,1,1,2,0,1,240,17800000
Western Province,Rusizi,Gikundamvura,House,3,2,135,2,2017,1,1,1,1,0,1,2,1,350,44700000
Southern Province,Huye,Ngoma,Villa,5,5,207,1,2013,1,1,1,1,1,2,1,1,650,80800000
Kigali City,Kicukiro,Masaka,Apartment,2,1,61,2,2006,1,1,1,1,2,2,2,1,110,33000000
Southern Province,Huye,Rusatira,House,3,2,115,2,1998,0,1,1,0,2,2,1,1,330,36900000
Eastern Province,Bugesera,Rweru,Villa,3,2,102,2,1998,1,1,1,1,1,2,0,2,470,27800000
Eastern Province,Rwamagana,Fumbwe,Villa,3,3,153,1,1997,0,1,1,1,1,2,1,1,580,39600000
Southern Province,Muhanga,Nyamabuye,Villa,4,3,125,2,2005,0,1,1,1,1,2,1,1,360,47800000
Western Province,Rusizi,Mururu,Villa,3,3,147,1,2018,1,1,1,1,1,2,0,1,450,43200000
Southern Province,Nyaruguru,Rusenge,House,2,1,89,1,2009,1,1,1,1,1,1,0,1,140,22100000
Western Province,Rubavu,Rugerero,Mansion,6,5,315,0,2007,1,1,1,1,1,1,0,0,510,148400000
Western Province,Rutsiro,Ruhango,House,3,3,131,2,1997,1,1,0,1,2,2,2,1,550,45200000
Eastern Province,Bugesera,Juru,Apartment,1,1,39,1,2006,0,1,1,1,2,1,1,1,70,6600000
Western Province,Rubavu,Bugeshi,House,3,3,142,0,2012,0,1,1,1,1,1,0,2,700,52600000
Northern Province,Rulindo,Buyoga,Mansion,5,5,311,0,2001,1,1,1,1,1,1,0,1,1000,130500000
Eastern Province,Ngoma,Mugesera,House,2,2,68,2,2010,0,0,1,1,2,2,2,1,320,17100000
Northern Province,Burera,Nemba,House,2,1,74,0,2010,1,0,1,1,1,2,1,2,150,16500000
Eastern Province,Ngoma,Mugesera,Villa,4,4,219,2,2000,1,1,1,1,1,2,1,2,430,60900000
Northern Province,Rulindo,Tumba,Villa,3,3,141,0,2003,1,1,1,1,2,2,1,0,330,40200000
Eastern Province,Gatsibo,Rugarama,House,2,1,69,2,2007,0,1,1,1,1,1,1,1,280,15300000
Northern Province,Gakenke,Kamubuga,House,3,2,148,1,1998,1,1,1,1,1,1,2,1,640,45800000
Eastern Province,Kirche,Kigarama,Mansion,4,3,205,3,2004,1,1,1,1,1,2,1,1,350,68500000
Northern Province,Gicumbi,Kaniga,Villa,5,5,189,2,2022,1,1,1,1,1,2,1,2,630,87700000
Northern Province,Gakenke,Kamubuga,Villa,3,3,140,2,2000,1,1,1,1,0,1,2,1,420,49000000
Kigali City,Nyarugenge,Kiyovu,Apartment,1,1,39,1,2017,1,1,0,1,2,2,1,1,70,16700000
Western Province,Ngororero,Gatumba,House,4,4,174,3,2002,1,0,1,1,2,1,2,1,300,57300000
Eastern Province,Rwamagana,Musha,House,3,2,122,1,2005,0,1,0,1,1,1,1,1,230,26300000
Northern Province,Gicumbi,Miyove,House,2,1,87,2,2011,1,1,1,1,1,0,2,2,370,27000000
Western Province,Karongi,Mutuntu,Villa,4,3,209,1,2003,0,1,0,1,0,2,2,2,650,68300000
Southern Province,Nyaruguru,Nyabimata,House,5,5,202,2,2004,1,1,1,1,2,1,2,1,400,67600000
Southern Province,Kamonyi,Rukoma,Villa,3,2,141,1,1997,0,1,1,1,2,0,1,2,700,46100000
Western Province,Nyabihu,Rugera,Villa,5,4,222,3,2021,0,1,1,1,2,2,1,2,1000,103500000
Southern Province,Huye,Rusatira,House,4,4,165,1,2005,1,1,1,1,1,1,1,2,380,52400000
Eastern Province,Kayonza,Kayonza,Mansion,5,5,302,2,2019,0,1,1,1,1,2,1,2,1450,128700000
Southern Province,Ruhango,Byima,House,3,3,84,1,2014,0,1,0,1,1,2,1,2,240,26600000
Western Province,Nyabihu,Kabatwa,Villa,3,2,121,1,2021,1,1,1,1,1,1,1,1,370,32500000
Eastern Province,Ngoma,Murama,House,3,3,147,2,2022,0,1,1,0,1,1,1,2,720,58800000
Northern Province,Gakenke,Minazi,House,3,2,156,1,2016,1,1,1,1,1,1,1,1,580,50400000
Western Province,Nyabihu,Rambura,Apartment,2,2,81,1,2013,0,0,1,1,1,1,1,2,290,19900000
Western Province,Karongi,Rugabano,Apartment,2,1,57,1,2002,0,1,1,1,1,1,1,1,100,12300000
Northern Province,Gakenke,Ruli,Villa,5,4,194,0,2024,0,1,1,1,2,2,1,2,310,70200000
Kigali City,Kicukiro,Kicukiro,Mansion,5,5,288,3,2022,1,1,1,0,2,1,1,1,920,301300000
Western Province,Ngororero,Muhororo,House,2,1,63,2,2000,1,1,1,1,2,2,0,2,190,13900000
Western Province,Rubavu,Kanzenze,Apartment,2,2,82,1,2008,0,1,1,1,1,1,1,1,190,21800000
Southern Province,Nyaruguru,Ruramba,Mansion,5,4,216,2,2012,1,1,1,1,2,1,2,1,510,72200000
Northern Province,Burera,Kivuye,Villa,4,3,150,1,2017,1,1,1,1,1,2,1,1,510,49300000
Western Province,Rusizi,Kamembe,Villa,5,4,268,3,2019,1,1,1,1,1,2,1,1,1050,145700000
Southern Province,Kamonyi,Gacurabwenge,House,4,4,144,1,1998,1,1,1,1,2,1,1,1,480,46200000
Eastern Province,Ngoma,Rukumberi,Villa,3,2,117,2,2016,0,0,1,1,2,2,2,1,320,29900000
Southern Province,Nyaruguru,Munini,Apartment,3,3,80,3,2019,1,1,0,1,2,2,2,2,180,26200000
Northern Province,Rulindo,Masoro,Mansion,6,6,343,1,1997,1,1,1,1,0,1,1,1,550,160800000
Eastern Province,Kirche,Musaza,Villa,4,4,199,3,2005,0,1,1,1,0,1,0,2,750,68100000
Southern Province,Gisagara,Kansi,Apartment,2,2,84,2,2007,1,1,1,1,0,2,1,1,350,25600000
Northern Province,Rulindo,Kisaro,House,4,3,194,1,2004,1,1,1,1,2,2,2,2,470,55300000
Kigali City,Gasabo,Nduba,House,2,1,100,3,2013,1,0,1,1,1,2,1,2,430,77700000
Kigali City,Gasabo,Nyarutarama,Apartment,2,1,57,2,2017,1,1,1,1,1,0,1,2,200,34500000
Southern Province,Muhanga,Kibangu,House,4,3,113,2,2012,1,0,1,1,1,2,2,2,250,40400000
Northern Province,Musanze,Gacaca,Mansion,5,5,232,3,2021,1,1,1,1,2,1,1,2,920,159000000
Southern Province,Kamonyi,Rukoma,Villa,3,2,122,2,2007,1,1,1,1,1,1,1,2,310,36900000
Eastern Province,Nyagatare,Matimba,House,2,2,95,2,2016,1,1,1,1,2,2,0,1,400,23200000
Kigali City,Gasabo,Kacyiru,Mansion,6,5,443,3,2014,1,1,1,1,2,1,2,2,1930,700000000
Western Province,Nyabihu,Karago,Mansion,5,5,294,2,2008,1,1,1,1,2,1,1,0,460,127000000
Western Province,Rutsiro,Rusebeya,House,5,4,175,0,2022,1,1,0,1,2,0,1,1,680,73300000
Eastern Province,Kayonza,Rukara,House,3,3,129,3,2018,1,1,1,1,2,2,1,2,520,46100000
Western Province,Rusizi,Nkombo,Villa,5,4,252,0,1999,1,0,1,1,1,2,2,1,610,91600000
Western Province,Nyamasheke,Kirimbi,Villa,4,3,183,1,2011,0,1,1,1,2,2,1,0,770,65000000
Eastern Province,Bugesera,Ngeruka,Mansion,5,5,216,2,2019,0,1,1,1,0,2,1,2,440,83100000
Western Province,Rusizi,Ramba,House,3,3,107,2,2002,0,1,1,1,1,1,0,1,510,36200000
Southern Province,Gisagara,Mukindo,House,2,2,95,3,2023,1,1,1,1,1,1,2,2,410,35300000
Eastern Province,Nyagatare,Kiyombe,Mansion,5,4,314,2,1995,0,1,0,1,1,2,2,1,700,112500000
Western Province,Nyabihu,Jenda,Apartment,1,1,36,2,2015,1,1,1,1,2,2,1,2,100,8400000
Southern Province,Nyaruguru,Rusenge,House,3,3,157,1,2016,0,1,1,1,1,0,1,2,330,50800000
Northern Province,Gicumbi,Nyamiyaga,House,3,3,100,1,2011,1,1,1,1,1,0,1,1,490,32700000
Eastern Province,Nyagatare,Mimuri,House,3,3,122,1,2023,1,0,1,1,1,1,1,1,510,38400000
Kigali City,Kicukiro,Kicukiro,House,3,3,124,1,2010,0,0,1,1,2,2,1,0,420,87700000
Southern Province,Huye,Butare,Villa,3,2,118,3,2023,1,1,1,1,1,1,2,1,280,45400000
Eastern Province,Bugesera,Gashora,Apartment,2,2,54,3,2019,1,1,1,1,1,1,0,1,210,15400000
Eastern Province,Ngoma,Zaza,House,4,3,141,0,2001,1,1,1,1,0,2,0,0,310,38800000
Northern Province,Gakenke,Nemba,House,4,4,165,0,2005,1,1,1,1,2,0,2,1,490,49400000
Western Province,Rusizi,Nkombo,Mansion,5,4,306,0,2002,0,1,1,1,2,2,1,1,980,117400000
Western Province,Nyabihu,Rurembo,Villa,4,4,130,0,2001,0,1,1,0,1,2,2,2,320,39800000
Eastern Province,Gatsibo,Muhura,Apartment,3,3,81,2,2006,1,1,1,1,1,0,0,2,200,21300000
Northern Province,Rulindo,Rukozo,Mansion,6,6,289,2,2012,1,1,1,1,1,1,1,1,1370,153300000
Southern Province,Gisagara,Kigembe,Villa,4,4,198,0,2015,1,1,1,1,1,2,0,2,940,63300000
Western Province,Rutsiro,Nyabirasi,Villa,3,2,118,2,1997,1,1,1,1,2,2,0,1,520,31000000
Northern Province,Gakenke,Busengo,Apartment,2,2,89,2,2003,0,1,0,1,1,2,2,0,170,24700000
Southern Province,Nyamagabe,Tare,House,3,3,156,2,1997,1,1,1,1,1,2,2,2,310,34900000
Eastern Province,Rwamagana,Musha,House,4,4,110,1,2023,1,1,1,1,0,2,0,1,200,37200000
Northern Province,Gicumbi,Kageyo,Apartment,1,1,48,0,2010,1,1,1,1,1,1,1,1,160,9800000
Northern Province,Gicumbi,Cyumba,House,3,2,110,2,2006,1,1,1,1,0,0,1,2,320,40000000
Western Province,Rutsiro,Gihango,House,2,1,93,2,2003,0,1,1,1,1,2,1,2,390,29100000
Eastern Province,Gatsibo,Nyamirama,House,3,2,100,3,2022,1,1,1,1,2,1,1,1,270,33200000
Eastern Province,Kirche,Nyamugari,Villa,4,3,134,0,2005,0,1,1,1,2,1,1,2,360,32300000
Northern Province,Rulindo,Mbogo,Villa,4,4,219,0,2003,1,1,0,1,2,2,2,2,1020,82500000
Eastern Province,Kayonza,Kayonza,House,2,2,62,2,2021,1,0,1,1,1,2,0,2,250,15500000
Southern Province,Gisagara,Mugombwa,House,3,2,132,1,2013,1,1,1,1,2,2,2,2,650,41000000
Southern Province,Huye,Simbi,Mansion,5,5,317,2,2003,1,1,1,1,1,2,2,1,820,115100000
Northern Province,Rulindo,Bushoki,Mansion,5,5,244,1,2004,1,1,1,1,1,1,2,1,770,101000000
Eastern Province,Kirche,Gahara,Mansion,5,5,270,2,1999,1,1,1,1,2,1,2,2,560,108400000
Northern Province,Burera,Kivuye,Villa,5,4,179,2,2018,1,1,1,1,2,2,2,2,830,106200000
Eastern Province,Ngoma,Kibungo,House,4,4,127,1,2000,0,1,1,0,1,1,1,2,310,36700000
Southern Province,Nyamagabe,Ruheru,Villa,4,3,207,1,2010,0,1,1,1,1,2,0,1,440,57100000
Eastern Province,Nyagatare,Mukama,Apartment,2,2,52,1,2002,1,1,1,1,0,1,1,1,200,14600000
Southern Province,Muhanga,Muhanga,Apartment,2,2,66,2,1996,0,1,1,1,1,2,1,2,130,15600000
Northern Province,Musanze,Ruhengeri,House,5,5,170,2,2007,1,1,1,1,2,1,2,1,330,68300000
Western Province,Nyabihu,Karago,Apartment,2,2,97,0,2013,1,1,1,1,1,2,1,0,200,21000000
Southern Province,Nyaruguru,Nyabimata,Mansion,5,4,280,0,2014,1,1,1,1,2,2,2,1,1260,131200000
Western Province,Nyamasheke,Karambi,Apartment,2,1,81,2,2020,1,1,1,1,1,1,1,1,150,21100000
Eastern Province,Bugesera,Mareba,Mansion,4,4,214,1,2009,1,1,1,1,0,2,0,1,470,69700000
Eastern Province,Nyagatare,Katabagemu,Villa,3,2,136,0,2025,1,0,1,0,2,2,2,1,460,39200000
Northern Province,Musanze,Kimonyi,House,4,4,145,2,2012,1,1,1,1,2,2,2,1,540,64800000
